code	term
1324.3.2.24	responsable de importación y exportación de maquinaria de minería, construcción y obras públicas
1324.3.2.25	directora de importación y exportación de mobiliario de oficina
1324.3.2.25	director de importación y exportación de mobiliario de oficina
1324.3.2.25	responsabñe de importación y exportación de mobiliario de oficina
1324.3.2.26	directora de importación y exportación de maquinaria y equipos de oficina
1324.3.2.26	director de importación y exportación de maquinaria y equipos de oficina
1324.3.2.26	responsable de importación y exportación de maquinaria y equipos de oficina
1324.3.2.27	directora de importación y exportación de artículos de perfumería y cosmética
1324.3.2.27	director de importación y exportación de artículos de perfumería y cosmética
1324.3.2.27	responsable de importación y exportación de artículos de perfumería y cosmética
1324.3.2.28	directora de importación y exportación de productos farmacéuticos
1324.3.2.28	director de importación y exportación de productos farmacéuticos
1324.3.2.28	responsable de importación y exportación de productos farmacéuticos
1324.3.2.29	directora de importación y exportación de azúcar, chocolate y productos de confitería
1324.3.2.29	director de importación y exportación de azúcar, chocolate y productos de confitería
1324.3.2.29	responsable de importación y exportación de azúcar, chocolate y productos de confitería
1324.3.2.2	directora de importación y exportación de materias primas agrícolas, semillas y piensos
1324.3.2.2	director de importación y exportación de materias primas agrícolas, semillas y piensos
1324.3.2.2	responsable de importación y exportación de materias primas agrícolas, semillas y piensos
1324.3.2.30	directora de importación y exportación de maquinaria para la industria textil
1324.3.2.30	director de importación y exportación de maquinaria para la industria textil
1324.3.2.30	responsable de importación y exportación de maquinaria textil
1324.3.2.31	directora de importación y exportación de textiles, productos textiles semielaborados y materias primas textiles
1324.3.2.31	director de importación y exportación de textiles, productos textiles semielaborados y materias primas textiles
1324.3.2.31	responsable de importación y exportación de textiles, productos textiles semielaborados y materias primas textiles
1324.3.2.32	directora de importación y exportación de textiles, productos del tabaco
1324.3.2.32	director de importación y exportación de textiles, productos del tabaco
1324.3.2.32	responsable de importación y exportación de productos del tabaco
1324.3.2.33	directora de importación y exportación de residuos y chatarra
1324.3.2.33	director de importación y exportación de residuos y chatarra
1324.3.2.33	responsable de importación y exportación de residuos y chatarra
1324.3.2.34	directora de importación y exportación de relojería y joyería
1324.3.2.34	director de importación y exportación de relojería y joyería
1324.3.2.34	responsable de importación y exportación de relojería y joyería
1324.3.2.35	directora de importación y exportación de madera y materiales de construcción
1324.3.2.35	director de importación y exportación de madera y materiales de construcción
1324.3.2.35	responsable de importación y exportación de madera y materiales de construcción
1324.3.2.3	directora de importación y exportación de bebidas
1324.3.2.3	director de importación y exportación de bebidas
1324.3.2.3	responsable de importación y exportación de bebidas
1324.3.2.4	directora de importación y exportación de productos químicos
1324.3.2.4	director de importación y exportación de productos químicos
1324.3.2.4	responsable de importación y exportación de productos químicos
1324.3.2.5	directora de importación y exportación de manufacturas de porcelana y vidrio
1324.3.2.5	director de importación y exportación de manufacturas de porcelana y vidrio
1324.3.2.5	responsable de importación y exportación de manufacturas de porcelana y vidrio
1324.3.2.6	directora de importación y exportación de calzado y prendas de vestir
1324.3.2.6	director de importación y exportación calzado y prendas de vestir
1324.3.2.6	director de importación y exportación de calzado y prendas de vestir
1324.3.2.6	responsable de importación y exportación de calzado y prendas de vestir
1324.3.2.7	directora de importación y exportación de café, té, cacao y especias
1324.3.2.7	director de importación y exportación de café, té, cacao y especias
1324.3.2.7	responsable de importación y exportación de café, té, cacao y especias
1324.3.2.8	directora de importación y exportación de ordenadores, periféricos y software
1324.3.2.8	director de importación y exportación de ordenadores, periféricos y software
1324.3.2.8	responsable de importación y exportación de ordenadores, periféricos y software
1324.3.2.9	directora de importación y exportación de productos lácteos y aceites comestibles
1324.3.2.9	director de importación y exportación de productos lácteos y aceites comestibles
1324.3.2.9	responsable de importación y exportación de productos lácteos y aceites comestibles
1324.3.2	directora de importación y exportación
1324.3.2	director de importación y exportación
1324.3.3	directora de logística intermodal
1324.3.3	director de logística intermodal
1324.3.3	responsable de logística intermodal
1324.3.4.1	directora de análisis, estimación y previsión de tendencias económicas
1324.3.4.1	directora de previsiones
1324.3.4.1	director de análisis, estimación y previsión de tendencias económicas
1324.3.4.1	director de previsiones
1324.3.4.1	responsable de planificación
1324.3.4.1	responsable de previsiones
1324.3.4.2.1	directora de compras de materias primas para peletería
1324.3.4.2.1	director de compras de materias primas para peletería
1324.3.4.2.1	responsable de compras de materias primas para la industria de la piel y el cuero
1324.3.4.2.1	responsable de compras de materias primas para marroquinería
1324.3.4.2	directora de compras
1324.3.4.2	director de compras
1324.3.4.2	responsable de compras
1324.3.4.3	directora de recursos
1324.3.4.3	director de recursos
1324.3.4.3	responsable de recursos
1324.3.4	directora de la cadena de suministro
1324.3.4	director de la cadena de suministro
1324.3.4	responsable de la cadena de suministro
1324.3.5.1	directora de almacén de cueros acabados
1324.3.5.1	director de almacén de cueros acabados
1324.3.5.1	jefa de almacén de cueros acabados
1324.3.5.1	jefe de almacén de cueros acabados
1324.3.5	jefa de almacén
1324.3.5	jefe de almacén
1324.3.5	reponsable de almacén
1324.3	directora de distribución y logística
1324.3	director de distribución y logística
1324.4	jefa de servicio de mudanzas
1324.4	jefe de servicio de mudanzas
1324.4	reponsable de mudanzas
1324.5	distribuidora cinematográfica
1324.5	distribuidora de cine
1324.5	distribuidor cinematográfico
1324.5	distribuidor de cine
1324.6	directora de oleoducto o gasoducto
1324.6	director de oleoducto o gasoducto
1324.6	responsable de oleoducto o gasoducto
1324.7	jefa de estación
1324.7	jefa de estación de ferrocarril
1324.7	jefe de estación
1324.7	jefe de estación de ferrocarril
1330.1.1	gestora de conocimientos e información sobre las TI
1330.1.1	gestora de conocimientos e información sobre las TIC
1330.1.1	gestora de conocimientos e información sobre las TICs
1330.1.1	gestora de conocimientos sobre las TIC
1330.1.1	gestora de información sobre las TIC
1330.1.1	gestor de conocimientos e información sobre las TI
1330.1.1	gestor de conocimientos e información sobre las TIC
1330.1.1	gestor de conocimientos e información sobre las TICs
1330.1.1	gestor de conocimientos sobre las TIC
1330.1.1	gestor de información sobre las TIC
1330.1	CDO
1330.1	directora de datos
1330.1	directora de departamento de gestión de datos
1330.1	director de datos
1330.1	director de departamento de gestión de datos
1330.1	gerente de datos
1330.1	gestora de datos
1330.1	gestor de datos
1330.1	responsable de datos
1330.1	responsable de la gestión estratégica de los datos en la empresa
1330.2	CIO
1330.2	directora de información
1330.2	directora de sistemas de información
1330.2	director de información
1330.2	director de sistemas de información
1330.2	directores de información
1330.2	gerente de información
1330.2	jefa de información
1330.2	jefe de información
1330.2	responsable de información
1330.3	CTO
1330.3	directora de tecnología
1330.3	directora de tecnología de la información
1330.3	director de tecnología
1330.3	director de tecnología de la información
1330.3	gerente de tecnología
1330.3	responsable de tecnología
1330.3	responsable técnico de las TIC en la empresa
1330.4	encargada de documentación de las TIC
1330.4	encargado de documentación de las TIC
1330.4	gestora de documentación de las TIC
1330.4	gestora de documentación de las TICs
1330.4	gestor de documentación de las TIC
1330.4	gestor de documentación de las TICs
1330.4	responsable de documentación de las TIC
1330.4	responsable de la gestión de documentación de las TIC
1330.5.1	gestora de aplicaciones
1330.5.1	gestora de aplicaciones de TIC
1330.5.1	gestora de software
1330.5.1	gestor de aplicaciones
1330.5.1	gestor de aplicaciones de TIC
1330.5.1	gestor de software
1330.5.1	gestores de software
1330.5	administradora de operaciones de TIC
1330.5	administrador e operaciones de TI
1330.5	gestora de operaciones de TI
1330.5	gestora de operaciones de TIC
1330.5	gestora de operaciones de TICs
1330.5	gestor de operaciones de TI
1330.5	gestor de operaciones de TIC
1330.5	gestor e operaciones de TICs
1330.5	responsable de operaciones de TIC
1330.6	encargada de la gestión de productos de las TIC
1330.6	encargado de la gestión de productos de las TIC
1330.6	jefa de producto de las TI
1330.6	jefa de producto de las TIC
1330.6	jefa de producto de las TICs
1330.6	jefe de producto de las TI
1330.6	jefe de producto de las TIC
1330.6	jefe de producto de las TICs
1330.6	product manager de las TIC
1330.7	administradora de proyectos de TIC
1330.7	administrador de proyectos de TIC
1330.7	gestora de proyectos de TI
1330.7	gestora de proyectos de TIC
1330.7	gestora de proyectos de TICs
1330.7	gestora de proyectos informáticos
1330.7	gestor de proyectos de TI
1330.7	gestor de proyectos de TIC
1330.7	gestor de proyectos de TICs
1330.7	gestor de proyectos informáticos
1330.8	encargada de relaciones con los proveedores de TIC
1330.8	encargado de relaciones con los proveedores de TIC
1330.8	gestora de relaciones con los proveedores de TIC
1330.8	gestora de relaciones con los proveedores de TICs
1330.8	gestor de relaciones con los proveedores de TIC
1330.8	gestor de relaciones con los proveedores de TICs
